AW08ÇÃéûì_Ç≈ÇÃéÊà¯èÛãµ	ç≈êVéÊà¯ÉVÅ[ÉYÉì	OBICä«óùÇÃÉuÉâÉìÉhó™èÃ	OBICä«óùÇÃÉuÉâÉìÉhCode	éÊçûópÉuÉâÉìÉhCode	BrandñºèÃ	Brand èZèä	Brand ìsés	Brand óXï÷î‘çÜ	Brand çëñº	Brand çëcd	tel	fax	Mobile	íSìñé“	íSìñé“EMAIL	âÔé–ñº	Shipperñº	Shipper çëñº	Shipper çëcd	í â›	éxï•èåèÅiBulkÅj	éxï•èåècd	DiscountÅiBulkÅj	Discount ä‹ÇﬁÅEä‹Ç‹Ç»Ç¢	éxï•èåè îıçl	éxï•Ç¢ó\íËã‡äzéZèoï˚ñ@			éxï•èåèÅiSampleÅj	éxï•èåècd	DiscountÅiBulkÅj	Discount ä‹ÇﬁÅEä‹Ç‹Ç»Ç¢																âﬂãéÇÃèÓïÒ		
continue		SCS	300	300	SCOTT STEPHEN	"58 Westcombe Court,  Westcombe Park Road"	London	SE3 7QB	UNITED KINGDOM	GBR	44.(0)20.8305.0291	44.(0)20.8305.0291		Scott	scott@scottstephen.co.uk	SCOTT STEPHEN	SCOTT STEPHEN	UNITED KINGDOM	GBR	GBP	30% at proforma invoice 70% after shipment date	36	0.00%	excluded		ETD	10	70				excluded	ACC	H.P.FRANCE BIJOUX						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	830	30% ON PROFORMA 70%Within 30Days	*
continue				2064	SCUNZANI IVO	Via Cavezzo 18A/20	Baggiovara di Modena	41100	ITALY	ITA	39.059.511378	39.059.5139007		Marcello Scunzani	fioreverde@hotmail.com	SCUNZANI IVO	SCUNZANI IVO	ITALY	ITA	EUR	100% at proforma invoice 	14	0.00%	excluded		*	*	0				excluded	BELT	Kioku						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1300	PROFORMA 100%	*
*	AW07	SY	97	97	SEAN YSEULT	11601 Wilshire Blbd Suite2040	Los Angels 	CA 90025	UNITED STATES	USA	646-373-3874	504-523-1174			info@yseultdesigns.com	Yseult Designs		UNITED STATES	USA	EUR	100% after receiving goods 	12	0.00%	excluded		î¿ì¸ì˙	10	100				excluded	ACC	goldie H.P.FRANCE						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1391	100% Arrival In Japan	*
*	SS08			2198	SENTIER	V.lo G.Bonifacio 7	Treviso	31100	ITALY	ITA	39.0422.431388	39.0422.431388		Roberta Segantin	roberta@sentier-italia.com	ROBERTA SEGANTIN		ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	0.00%	excluded		*	*	0				excluded	SHOES	Showroom Antenna						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1392	30%proforma/70%before shipment	*
continue				2199	SERAX-MAISON D'ETRE	Neerveld 7	Kontich	2550	BELGIUM	BEL	32.(0)3.458.05.84	32.(0)3.458.05.82		Alexander De Boute	Alexander@serax.com	SERAX-MAISON D'ETRE	SERAX-MAISON D'ETRE	BELGIUM	BEL	EUR	100% before shipment date 	15	3.00%	excluded		*	*	0				excluded	POT	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1195	100% BEFORE SHIPMENT	*
continue		SER	704	704	SERFONTAINE	1720 E Holly Avenue	EI Segundo	CA 90245	UNITED STATES	USA	310.640.1401	310.640.1488		Mik Sefrontaine		SERFONTAINE	SERFONTAINE	UNITED STATES	USA	USD	50% at proforma invoice 50% after receiving goods	48	20.00%	excluded		î¿ì¸ì˙	10	50				excluded	RTW	Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	869	50% on Proforma/50% after receiving goods	*
continue		ST	14	14	SERGE THORAVAL	206 Rue Lafayette	Paris	75010	FRANCE	FRA	33.(0)1.53 26 01 06	33.(0)1.53 26 79 22		Mme.Genevieve	atelier-serge-thoraval@wanadoo.fr	ATELIER SERGE THORAVAL	ATELIER SERGE THORAVAL	FRANCE	FRA	EUR	100% 30days from end of month of shipment 	5	15.00%	excluded		ETD	30	100	100% 30days from end of month of shipment 	5	0.00%	excluded	ACC	EXCLUSIVE brand						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	885	30days end of month after invoice date	30days end of month after invoice date
*	SS07			2200	SESSUN	"81, Impasse des Neige"	Marseille	13008	FRANCE	FRA	33.(04.91.72.60.60	33.(0)4.91.72.60.70		Veronique	sessun@wanadoo.fr	SESSUN	SESSUN	FRANCE	FRA	EUR	100% before shipment date 	15	3.00%	excluded		*	*	0	100% with main order's payment	16	3.00%	excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1127	100% before shipment	paid with main order's payment
*	SS08	SHAN	148	148	SHANA				UNITED KINGDOM	GBR								UNITED KINGDOM	GBR	GBP			0.00%	excluded								excluded		H.P.FRANCE BIJOUX						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1479		*
continue				2201	SHELL EYE	52 Rue de Bourgogne	Paris	75007	FRANCE	FRA	33.(0)1.43.17.30.03	33.(0)1.43.17.30.04			shell-eye@thomasboog.com	SHELL EYE	SHELL EYE	FRANCE	FRA	EUR			0.00%	excluded								excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1196		*
continue				2099	SHOUROUK RHAIEM	12 alle des Boutons d'or 	Creteil	94000	FRANCE	FRA			33.(0)6.14.37.77.20	Shourouk	shourouk@free.fr	CHOUROUK RHAIEM EURL		FRANCE	FRA	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded	ACC	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1505	100% before shipment	*
continue				2065	SIMONETTA STARRABBA	"Via Giuseppe Labre, 51"	Roma	00184	ITALY	ITA	39.06.48.58.51	39.06.48.58.51		Simonetta		SIMONETTA STARRABBA	SIMONNETTA STARRABBA	ITALY	ITA	EUR	100% after shipment date 	13	0.00%	excluded		ETD	10	100	100% with main order's payment	16	0.00%	excluded	ACC	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1070	100% after shipment	paid with main order's payment
*	AW07			2202	SLOBODAN MIHAJLOVIC	"Via Biron di Sotto, 102/2 Villa Zileri"	Monteviale (VI)	36050	ITALY	ITA	39.0444.291929	39.0444.282121	 Filippo+393477558962 Slobodan +393485934493	Angelo/Philippo	"amministrazione@carlocontrada.it, starplusstar@tiscali.it"	WORKS OF ART S.R.L.	WORKS OF ART S.R.L.	ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	3.00%	excluded		*	*	0	100% before shipment date 	15	0.00%	excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1449	"30% on proforma, 70% before delivery"	100% before shipment (200%)
continue				103	SOLO MILLO	53 Rue des 2 Communes	Montreuil sous Bois	93100	FRANCE	FRA	33.(0)1.48.51.01.60	33.(0)1.48.51.01.60		Francine Millo				FRANCE	FRA	EUR	100% after receiving goods 	12	0.00%	excluded		î¿ì¸ì˙	10	100				excluded	HAT	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1395	100% after receiving goods	*
continue		SNB	302	302	SONIA BOYAJIAN	2127 North Bronson Avenue	Los Angels	CA 90068	UNITED STATES	USA	1.323.464.9374	1.323.464.9374		Sonia	soniabstyle@hotmail.com	SONIA BOYAJIAN	SONIA BOYAJIAN	UNITED STATES	USA	USD	100% after checking goods 	11	0.00%	excluded		ETD	10	100	100% with main order's payment	16	0.00%	excluded	ACC	H.P.FRANCE BIJOUX						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	831	After checking goods	with bulk
*	SS07	SOB	11	11	Sonja Bischur	Schoenbrunnerstrasse 30/18	Vienna	1050	AUSTRIA	AUT	43.(0)1.586.4245	49.(0)1.2120.177.058			sonjabischur@gmx.net	SONJA BISCHUR JEWELLERY	SONJA BISCHUR JEWELLERY	AUSTRIA	AUT	EUR	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100				excluded	ACC	H.P.FRANCE BIJOUX						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1169	30days after invoice date	*
*	AW07	SD	168	168	SOPHIE DIGARD	10 bis rue Brise Echalas	Saint-Denis	93200	FRANCE	FRA	33.(0)1.48.09.87.55	33.(0)1.48.09.87.55		Sophie	sophie.digard@orange.fr	SOPHIE DIGARD CREATIONS		FRANCE	FRA	EUR	30% at proforma invoice 70% 20days after shipment date	29	0.00%	excluded		ETD	20	70				excluded	STOLE	Kioku	Lamp					Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	945	30%proforma/70% 3weeks after delivery date	*
continue		SG	20	20	SOPHIE GIRMA	6 Rue Pierre le Grand	Paris	75008	FRANCE	FRA	33.(0)1.47.66.35.54	33.(0)1.47.66.35.54		Mme.Sophie		SOPHIE GIRMA	SOPHIE GIRMA	FRANCE	FRA	EUR	100% 30days after shipment date 	7	10.00%	excluded		ETD	30	100	100% with main order's payment	16	10.00%	excluded	ACC	Kioku	H.P.FRANCE BOUTIQUE					Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	946	30days after invoice date	paid with main order's payment
*	SS07	VEN	243	243	Ventura	3 Rue de Paradis	Paris	75010	FRANCE	FRA		33.(0)1.56.22.87.79	33.(0)6.88.08.33.16	Sophie		VENTURA PARIS	VENTURA PARIS	FRANCE	FRA	EUR	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100				excluded	STOLE	H.P.FRANCE BOUTIQUE						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1140	100% 30days after Invoice date	*
continue		SW	160	160	SOPHIE WILLIAMS	20 Spedan Close	London	NW3 7XF	UNITED KINGDOM	GBR	44.(0)20.7435.3511	44.(0)20.7435.3511		Ms.Sophie	SOPHIEANDGUY@btinternet.com	SOPHIE WILLIAMS	SOPHIE WILLIAMS	UNITED KINGDOM	GBR	GBP	30% at proforma invoice 70% 30days after shipment date	31	4.00%	excluded		ETD	30	70	100% 30days after shipment date 	7	0.00%	excluded	BAG	Showroom						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	832	30%proforma/70%30days after invoice date	30days after invoice date
continue				2203	SOWAT	32 bis rue de la Folie Regnault	Paris	75011	FRANCE	FRA	33.(0)1.53.27.96.05	33.(0)1.53.27.96.05		Sophie	contact@sowat-paris.com	SOWAT		FRANCE	FRA	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded	ACC	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1506	100% before shipment	*
continue				2101	SPIRIDON	Akkerstraat 1	Waardamme	8020	BELGIUM	BEL	32.(0)5.036.81.89	32.(0)5.036.81.80	32.(0)4.759.50.890	Nadim Spiridon	nadim@spiridon.be	SPIRIDON S.A.	SPIRIDON S.A.	BELGIUM	BEL	EUR	100% 30days after shipment date 	7	5.00%	excluded		ETD	30	100				excluded	DECO	Deco	HPH					DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1103	30days after invoice date	*
continue				2066	STARSTYLING	Mulackstr. 4	Berlin	10119	GERMANY	DEU	49.(0)30.97005182	49.(0)30.44714500		Kai Seifried	mail@starstyling.net	SCHLEGEL SEIFRIED GBR		GERMANY	DEU	EUR	30% at proforma invoice 70% after shipment date	36	0.00%	excluded		ETD	10	70				excluded	RTW	WUT						Yann Le Goec	sample06	Yann Le Goec	sample06	yann_le_goec@hpgrp.com	H.P.FRANCE S.A.	+81 3 5489 0771	+81 3 5489 0772	1413	"30% deposit, 70% after delivery"	*
continue		SP	53	53	STEFANO POLETTI	50 Rue de la Fontaine au Roi	Paris	75011	FRANCE	FRA	33.(0)1.43.55.07.24	33.(0)1.40.21.61.05		Mme.Beatrice	stefanopoletti@yahoo.fr	STEFANO POLETTI	STEFANO POLETTI	FRANCE	FRA	EUR	100% 30days after shipment date 	7	3.00%	excluded		ETD	30	100	100% 30days after shipment date 	7	50.00%	excluded	ACC	Showroom	Kioku	H.P.FRANCE BOUTIQUE				Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	947	30 days after invoice date	30days after invoice date
continue		STJ	84	94	STEPHEN JONES	36 Great Queen St.	London 	WC2B 5AA	UNITED KINGDOM	GBR	44.(0)20.7242.0770	44.(0)20.7242.0796				Stephen Jones Millinery Ltd.	Stephen Jones Millinery Ltd.	UNITED KINGDOM	GBR	GBP	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100				excluded	ACC	Concento	Theatre					EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1058	30days after delivery	*
continue		STV	195	195	STEPHEN VENEZIA	"Via Gazzo, 7"	Pianezze (VI)	36060	ITALY	ITA	39.0424.72554	39.0424.780367		Mirela	stephenvenezia@stephen.it	CALZATURIFICIO STEPHEN S.R.L.	CALZATURIFICIO STEPHEN S.R.L.	ITALY	ITA	EUR	30% at proforma invoice 70% after shipment date	36	3.00%	excluded		ETD	10	70	100% before shipment date 	15	0.00%	excluded	ACC (Shoes)	Concento	H.P.FRANCE BOUTIQUE					EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1450	"30% on proforma, 70% after delivery"	100% before shipment
continue		SSH	197	197	SUSANNAH HUNTER	7 Rugby Street	London	WC1N 3QT	UNITED KINGDOM	GBR	44.(0)20.7692.3798	44.(0)20.7831.6332			susannahhunter1@aol.com	SUSANNAH HUNTER	SUSANNAH HUNTER	UNITED KINGDOM	GBR	GBP	30% at proforma invoice 70% after checking goods	34	3.00%	excluded		î¿ì¸ì˙	10	70	100% with main order's payment	16	0.00%	excluded	BAG	goldie H.P.FRANCE						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	833	30% on proforma / 70% as soon as after cheking goods	paid with 30% proforma for bulk
*	SS07			2204	SWASH	"Unit 52 B,Regent Studios,8 Andrews Road"	London	E8 4QN	UNITED KINGDOM	GBR	44.(0)2072492434	44.(0)2072492434	44.(0)7739797660	Sarah/Toshio	sarah@swash.co.uk	SWASH	SWASH	UNITED KINGDOM	GBR	GBP	30% at proforma invoice 70% after checking goods	34	0.00%	excluded		î¿ì¸ì˙	10	70				excluded	RTW	Showroom Antenna						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1312	"30% deposit, 70% after checking goods"	*
continue		SWP	164	164	SWEET PEA	77 Gloucester Avenue	London	NW1 8LD	UNITED KINGDOM	GBR	44.(0)20.7449.9393	44.(0)20.7449.9229		Siobhan	mail@sweetpeajewellery.co.uk	SWEET PEA	SWEET PEA	UNITED KINGDOM	GBR	GBP	30% at proforma invoice 70% 30days after shipment date	31	3.00%	excluded		ETD	30	70	100% after receiving goods 	12	3.00%	excluded	ACC	Showroom	Concento					Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	834	30% proforma/70% 30days	receiving goods in japan
*	AW07			2205	SYNGMAN CUCALA	C/Valles 48	Grandllers Barcelona	08400	SPAIN	ESP	34.93.861.3343	34.93.861.3583		Syngman	factory@syngmancucala.com	LURDES BERGADA SA	LURDES BERGADA SA	SPAIN	ESP	EUR	30% at proforma invoice 70% before shipment date	37	0.00%	excluded		*	*	0				excluded	RTW	Showroom Antenna						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1144	30%proforma/70% Before shipment	*
*	SS07	LAX	799	3032	T.R.E.E.	3609 Hayden Ave	Culver ciy	CA 90232	UNITED STATES	USA	310-559-7841	310-559-7842				Tree		UNITED STATES	USA	JPY	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	RTW	Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1361	COD	*
continue				2206	TADE'	188Ch. Faveyrolles	Ollioulles	83190	FRANCE	FRA	33.(0)4.94.62.19.41	33.(0)4.94.62.86.76		Aurelie	tade@tade.fr	TADE' PAYS DU LEVANT	TADE' PAYS DU LEVANT	FRANCE	FRA	EUR	100% at proforma invoice 	14	0.00%	excluded		*	*	0				excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1104	100% against Proforma	*
continue		TAG	781	781	TAG JEANS	5050 Santa Fe Avenue	Vernon	CA 90058	UNITED STATES	USA	323.587.7873	323.587.0648				"Fetish Group,INC."		UNITED STATES	USA	USD	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	RTW	Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1353	COD	*
continue				2067	TALKINGMEANSTROUBLE	"Alte Schonhauser Str. 39/40,"	Berlin	10119	GERMANY	DEU	49.(0)30.44044089	49.(0)30.44049178	49.(0)175.9902050	Bianca	office@talkingmeanstrouble.com	ANDREA+BIANCA HARTWIG GBR	ANDREA+BIANCA HARTWIG GBR	GERMANY	DEU	EUR	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	RTW	WUT						Yann Le Goec	sample06	Yann Le Goec	sample06	yann_le_goec@hpgrp.com	H.P.FRANCE S.A.	+81 3 5489 0771	+81 3 5489 0772	1213	10days after delivery	*
continue				2068	TATABORELLO	"Via Pigafetta, 32"	Torino	10129	ITALY	ITA	39.11.5681946	39.11.5804141		Andrea	tataborello@tin.it/info@tataborello.com	TATABORELLO SAS 	TATABORELLO SAS DI FEDERICA BORELLO&C.	ITALY	ITA	EUR	100% 30days after receiving goods 	6	3.00%	excluded		î¿ì¸ì˙	30	100	100% with main order's payment	16	3.00%	excluded	ACC	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1060	30days after receiving goods	paid with main order's payment
*	SS07			2207	TAYTU	Unido Old ECA building P.O Box 5580 Addis Ababa			ETHIOPIA	ETH	251.9112049	251.1153659		Mako Mochizuki	info@taytu.com	TAYTU Trd.&lnd.Plc	TAYTU Trd.&lnd.Plc	ETHIOPIA	ETH	EUR	100% at proforma invoice 	14	0.00%	excluded		*	*	0				excluded	BAG	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1305	100% PROFORMA	*
continue				2069	TCN	"Rial Bellsoleil, 30"	"Arneys de Munt,Barcelona"	08358	SPAIN	ESP	34.9379.5114	34.93.795.12.70	34.6093.66817	Joan/Carmen	"joanruizcombali@teleline.es, comercial@tcn.es"	NOECO S.A.	NOECO S.A.	SPAIN	ESP	EUR	30% at proforma invoice 70% before shipment date	37	3.00%	excluded		*	*	0	100% with main order's payment	16	50.00%	excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1451	"30% on proforma, 70% before delivery"	paid with main order's payment
continue				2208	TEX-ARTES	Kasteeldreef 30	Kapellen	2950	BELGIUM	BEL	32.(0)3.664.39.62	32.(0)3.664.68.41		Philippe Krug	tex-artes@pandora.be	TEX-ARTES	TEX-ARTES	BELGIUM	BEL	EUR			2.00%	excluded								excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1197		*
*	SS08			2070	THE GIRL AND THE GORILLA	Bernstorff Str. 96 D	Hamburg	22767	GERMANY	DEU	49.(0)40.3893941	49.(0)40.387835		Marie Toedter	info@thegirlandthegorilla.de	SCHAMERLOH/TOEDTER GBR		GERMANY	DEU	EUR	100% 14days after shipment date 	2	0.00%	excluded		ETD	14	100				excluded	HAT	Lamp						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	900	100% 14days after delivery date	*
continue		MAG	269	269	THE MAGPIE AND THE WARDROBE	30 Octavia Street	London	SW11 3DN	UNITED KINGDOM	GBR	44.(0)20.7223.7781	44.(0)20.7223.7781	7770961362	Sam		THE MAGPIE AND THE WARDROBE LIMITED		UNITED KINGDOM	GBR	GBP	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100	100% with main order's payment	16	0.00%	excluded	BAG	goldie H.P.FRANCE						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	835	30 days after invoice date	paid with main order's payment
continue				2209	THELMA DESIGN	21 Rue Greneta	Paris	75002	FRANCE	FRA	33.(0)6.31.23.42.50			Thelma Bjork	thelma.bjork@gmail.com	THELMA		FRANCE	FRA	EUR	100% 14days after shipment date 	2	0.00%	excluded		ETD	14	100				excluded	ACC	Lamp						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1434	100% 14days after delivery date	*
*	SS07	THEO	51	51	Theo	Arsenaalstraat 3	Antwerpen 	B-2000	BELGIUM	BEL	32.(0)3.227.05.05/045-542-0490 (Japan)	045-542-0098 (japan)		Kurt	theojapan@a5r.highway.ne.jp	THEO BVBA	THEO BVBA	BELGIUM	BEL	JPY	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100				excluded	SUNGLASSES	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1171	100% 30days after Invoice date	*
*	SS07	TIKI	506	506	TIKI TIRAWA	3  Avenue Mozart	Paris	75016	FRANCE	FRA	33.(0)1.56.62.35.35	33.(0)1.56.62.35.36		Brigitte MABE/Valerie		TIKI TIRAWA		FRANCE	FRA	EUR	30% at proforma invoice 70% 15days after shipment date	27	3.00%	excluded		ETD	15	70				excluded	RTW	H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1325	30% on proforma. 70% 15days after shipment date	*
continue		TB	52	52	TOM BINNS	1406 Pacific Avenue	Venice	California 90291	UNITED STATES	USA	1.310.396.8078	1.310.399.4572		Cristina	cristina@tombinnsdesign.com	TOM BINNS DESIGN INC.		UNITED STATES	USA	USD	100% after receiving goods 	12	0.00%	excluded		î¿ì¸ì˙	10	100				excluded	ACC	H.P.FRANCE BIJOUX	Theatre					Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1167	100% after receiving goods	*
continue		LAX	799	3033	TOPLESS	2010 E. 15th Street	Los Angels	CA 90021	UNITED STATES	USA	213.627.2498	213.689.7891				MIGHTY FINE		UNITED STATES	USA	JPY			0.00%	excluded								excluded		Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1457		*
continue		TRA	746	746	TRAMANDO	Rodriguez Pena 1973	Buenos Aires		ARGENTINA	ARG	54.11.48110465			Monica	inom@tramando.com	TRAMANDO SA	TRAMANDE	ARGENTINA	ARG	USD	40% at proforma invoice 60% 45days after receiving goods	40	0.00%	excluded		î¿ì¸ì˙	45	60				excluded	RTW	Destination NY						AMERICASí|ñ{Ç≥ÇÒ	000044	Yumiko Takemoto	000044	yumico_takemoto@hpgrp.com	H.P.FRANCE S.A.	+81 3 5688 1127	+81 3 5688 6620	878	40% on Proforma/60% 45days after datedelivery arrived to Japan	*
